Teks Berita,Label,Sumber
"[SALAH] Pesawat Raksasa Milik Rusia Datang ke...
Faktanya, berdasarkan informasi yang beredar, pesawat...",Hoax,TurnBackHoax
[SALAH] Pesawat Raksasa Milik Rusia Datang ke...,Hoax,TurnBackHoax
"[SALAH] Peringatan Keras Megawati dan Puan ke...
Faktanya, video yang disebarkan berisi foto-foto...",Hoax,TurnBackHoax
[SALAH] Peringatan Keras Megawati dan Puan ke...,Hoax,TurnBackHoax
"[SALAH] Jokowi Sebut Gibran-Kaesang Akan Jadi Presiden...
Faktanya unggahan tersebut merupakan manipulasi dari...",Hoax,TurnBackHoax
[SALAH] Jokowi Sebut Gibran-Kaesang Akan Jadi Presiden...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Kartu Prakerja 2026
Unggahan berisi tautan pendaftaran “Kartu Prakerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Kartu Prakerja 2026,Hoax,TurnBackHoax
"[SALAH] KPK Tegaskan Jokowi Tidak Terlibat Kasus...
Tidak ditemukan informasi valid atau pemberitaan...",Hoax,TurnBackHoax
[SALAH] KPK Tegaskan Jokowi Tidak Terlibat Kasus...,Hoax,TurnBackHoax
"[SALAH] Purbaya Menolak Penyaluran Dana Rp200 Triliun...
Tidak ditemukan informasi maupun pemberitaan kredibel...",Hoax,TurnBackHoax
[SALAH] Purbaya Menolak Penyaluran Dana Rp200 Triliun...,Hoax,TurnBackHoax
"[SALAH] Korea Selatan Tutup Pintu untuk Wisatawan...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Korea Selatan Tutup Pintu untuk Wisatawan...,Hoax,TurnBackHoax
"[SALAH] Jokowi Jadikan IKN sebagai Jaminan Pinjaman...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Jokowi Jadikan IKN sebagai Jaminan Pinjaman...,Hoax,TurnBackHoax
"[SALAH] PM Denmark Tuntut Israel Dihapus dari...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] PM Denmark Tuntut Israel Dihapus dari...,Hoax,TurnBackHoax
"[PENIPUAN] Bantuan Subsidi Upah Bakal Cair Januari...
Faktanya, pemerintah sampai saat ini belum...",Hoax,TurnBackHoax
[PENIPUAN] Bantuan Subsidi Upah Bakal Cair Januari...,Hoax,TurnBackHoax
"[SALAH] China Putuskan Hubungan Investasi dengan Malaysia
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] China Putuskan Hubungan Investasi dengan Malaysia,Hoax,TurnBackHoax
"[SALAH] SBY Masuk Rumah Sakit pada Januari...
Tidak ada informasi maupun pemberitaan kredibel...",Hoax,TurnBackHoax
[SALAH] SBY Masuk Rumah Sakit pada Januari...,Hoax,TurnBackHoax
"[SALAH] Trump Mau Pindahkan Jutaan Warga Israel...
Informasi mengenai rencana pemindahan jutaan warga...",Hoax,TurnBackHoax
[SALAH] Trump Mau Pindahkan Jutaan Warga Israel...,Hoax,TurnBackHoax
"[PENIPUAN] Program Pemutihan Sertifikat Tanah Gratis 2026
Informasi mengenai pemutihan sertifikat tanah gratis...",Hoax,TurnBackHoax
[PENIPUAN] Program Pemutihan Sertifikat Tanah Gratis 2026,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pembuatan SIM Online Gratis 2026
Tautan yang dibagikan tidak mengarah ke...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pembuatan SIM Online Gratis 2026,Hoax,TurnBackHoax
"[SALAH] Kezia Syifa Gabung ke Militer AS...
Video hasil rekayasa AI dengan probabilitas...",Hoax,TurnBackHoax
[SALAH] Kezia Syifa Gabung ke Militer AS...,Hoax,TurnBackHoax
"[SALAH] Bahlil Terseret Kasus Korupsi Pertamina
Pada kasus korupsi migas Pertamina, Kejaksaan...",Hoax,TurnBackHoax
[SALAH] Bahlil Terseret Kasus Korupsi Pertamina,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Kerja PT Denso Indonesia
Pendaftaran lowongan kerja di PT Denso...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Kerja PT Denso Indonesia,Hoax,TurnBackHoax
"[SALAH] China Resmi Tutup Pintu untuk Wisatawan...
Tidak ditemukan informasi valid dari pemberitaan...",Hoax,TurnBackHoax
[SALAH] China Resmi Tutup Pintu untuk Wisatawan...,Hoax,TurnBackHoax
"[SALAH] Purbaya Mau Hapus Dana Desa, Diganti...
Tidak ditemukan informasi valid atau pemberitaan...",Hoax,TurnBackHoax
"[SALAH] Purbaya Mau Hapus Dana Desa, Diganti...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Token Listrik Gratis 2026
Unggahan berisi tautan pendaftaran “token listrik...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Token Listrik Gratis 2026,Hoax,TurnBackHoax
"[SALAH] Video ""Detik-Detik Pesawat ATR Jatuh karena...
Konteks asli video adalah dokumentasi terbakarnya...",Hoax,TurnBackHoax
"[SALAH] Video ""Detik-Detik Pesawat ATR Jatuh karena...",Hoax,TurnBackHoax
"[SALAH] Foto ""Bangkai Pesawat ATR yang Hilang...
Hasil pemeriksaan menunjukkan bahwa foto tersebut...",Hoax,TurnBackHoax
"[SALAH] Foto ""Bangkai Pesawat ATR yang Hilang...",Hoax,TurnBackHoax
"[SALAH] Bahlil Ajak PLN Naikkan Harga Token...
Tidak ditemukan pernyataan resmi atau pemberitaan...",Hoax,TurnBackHoax
[SALAH] Bahlil Ajak PLN Naikkan Harga Token...,Hoax,TurnBackHoax
"[SALAH] Purbaya Ungkap Data Uang Jokowi Ribuan...
Faktanya, tidak ditemukan pernyataan resmi atau...",Hoax,TurnBackHoax
[SALAH] Purbaya Ungkap Data Uang Jokowi Ribuan...,Hoax,TurnBackHoax
"[SALAH] Video ""Situasi di Pesawat ATR sebelum...
Faktanya, video tersebut tidak berkaitan dengan...",Hoax,TurnBackHoax
"[SALAH] Video ""Situasi di Pesawat ATR sebelum...",Hoax,TurnBackHoax
"[SALAH] Video “Mobil Tersambar Petir di Jalan...
Konten yang beredar adalah hasil rekayasa...",Hoax,TurnBackHoax
[SALAH] Video “Mobil Tersambar Petir di Jalan...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran CPNS 2026
Faktanya, belum ada keputusan resmi mengenai...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran CPNS 2026,Hoax,TurnBackHoax
"[SALAH] Purbaya akan Telusuri Aliran Dana di...
Tidak ditemukan informasi kredibel yang mendukung...",Hoax,TurnBackHoax
[SALAH] Purbaya akan Telusuri Aliran Dana di...,Hoax,TurnBackHoax
"[SALAH] Purbaya Ungkap Hasil Korupsi Jokowi Disembunyikan...
Faktanya, penelusuran KPK yang berkoordinasi dengan...",Hoax,TurnBackHoax
[SALAH] Purbaya Ungkap Hasil Korupsi Jokowi Disembunyikan...,Hoax,TurnBackHoax
"[SALAH] Menkeu Purbaya Bakal Audit Kekayaan Luhut
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Menkeu Purbaya Bakal Audit Kekayaan Luhut,Hoax,TurnBackHoax
"[SALAH] Tolak Angin Mengandung Bahan Kimia yang...
Faktanya, Tolak Angin aman dikonsumsi jika...",Hoax,TurnBackHoax
[SALAH] Tolak Angin Mengandung Bahan Kimia yang...,Hoax,TurnBackHoax
"[SALAH] Video Demo Santri Meminta Indonesia Berdamai...
Faktanya, video tersebut merupakan hasil rekayasa...",Hoax,TurnBackHoax
[SALAH] Video Demo Santri Meminta Indonesia Berdamai...,Hoax,TurnBackHoax
"[SALAH] Roy Suryo Terjerat Kasus Narkoba
Faktanya orang berinisial RS yang ditangkap...",Hoax,TurnBackHoax
[SALAH] Roy Suryo Terjerat Kasus Narkoba,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran CPNS Kemenkes 2026
Tautan yang dibagikan tidak mengarah ke...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran CPNS Kemenkes 2026,Hoax,TurnBackHoax
"[SALAH] Listrik dan ATM Bakal Mati selama...
Video yang beredar hanya menampilkan pernyataan...",Hoax,TurnBackHoax
[SALAH] Listrik dan ATM Bakal Mati selama...,Hoax,TurnBackHoax
"[SALAH] Video “Keributan saat Sidang Nadiem Makarim”
Konteks asli video adalah momen ricuh...",Hoax,TurnBackHoax
[SALAH] Video “Keributan saat Sidang Nadiem Makarim”,Hoax,TurnBackHoax
"[SALAH] Akun TikTok Informasi Bantuan Pemerintah
Akun TikTok “info.pemerintahidn” bukan merupakan akun...",Hoax,TurnBackHoax
[SALAH] Akun TikTok Informasi Bantuan Pemerintah,Hoax,TurnBackHoax
"[SALAH] Video Siswa Keracunan MBG 18 Januari...
Faktanya, konteks video merupakan kasus keracunan...",Hoax,TurnBackHoax
[SALAH] Video Siswa Keracunan MBG 18 Januari...,Hoax,TurnBackHoax
"[SALAH] Prabowo: Gaji DPR Tiga Bulan untuk...
Tidak ada informasi valid atau pemberitaan...",Hoax,TurnBackHoax
[SALAH] Prabowo: Gaji DPR Tiga Bulan untuk...,Hoax,TurnBackHoax
"[SALAH] Uji Coba Nuklir AS Sebabkan Gempa...
Faktanya, tsunami Aceh 2004 disebabkan oleh...",Hoax,TurnBackHoax
[SALAH] Uji Coba Nuklir AS Sebabkan Gempa...,Hoax,TurnBackHoax
"[SALAH] Nadiem Makarim Menyerahkan Rp450 Triliun kepada...
Faktanya, tidak ditemukan pemberitaan kredibel yang...",Hoax,TurnBackHoax
[SALAH] Nadiem Makarim Menyerahkan Rp450 Triliun kepada...,Hoax,TurnBackHoax
"[SALAH] Demo Mahasiswa UGM Tuntut Jokowi Tunjukan...
Berdasarkan hasil penelusuran, video tersebut berkaitan...",Hoax,TurnBackHoax
[SALAH] Demo Mahasiswa UGM Tuntut Jokowi Tunjukan...,Hoax,TurnBackHoax
"[SALAH] Chemtrails di Langit Bekasi Dan Jawa...
Klaim tentang contrail sebagai penyebar penyakit,...",Hoax,TurnBackHoax
[SALAH] Chemtrails di Langit Bekasi Dan Jawa...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Program Bantuan Budidaya Ikan...
Pendaftaran program bantuan budidaya ikan dapat...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Program Bantuan Budidaya Ikan...,Hoax,TurnBackHoax
"[SALAH] Helikopter yang Ditumpangi Sahroni Jatuh saat...
Faktanya, konteks asli video yang beredar...",Hoax,TurnBackHoax
[SALAH] Helikopter yang Ditumpangi Sahroni Jatuh saat...,Hoax,TurnBackHoax
"[SALAH] Menteri ESDM Bahlil Ancam Mundur Jika...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Menteri ESDM Bahlil Ancam Mundur Jika...,Hoax,TurnBackHoax
"[SALAH] Purbaya Tidak Setuju Perjanjian Dagang Trump-Prabowo
Tidak ditemukan bukti atau pernyataan resmi...",Hoax,TurnBackHoax
[SALAH] Purbaya Tidak Setuju Perjanjian Dagang Trump-Prabowo,Hoax,TurnBackHoax
"[SALAH] Ledakan di Tambang Emas PT Antam...
Faktanya, kepulan asap di tambang PT...",Hoax,TurnBackHoax
[SALAH] Ledakan di Tambang Emas PT Antam...,Hoax,TurnBackHoax
"[PENIPUAN] Bantuan Dana dari BP2MI untuk Pekerja...
Faktanya, Kementerian P2MI menyatakan tidak pernah...",Hoax,TurnBackHoax
[PENIPUAN] Bantuan Dana dari BP2MI untuk Pekerja...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""Bantuan Bibit Ayam Pemerintah...
Unggahan berisi tautan pendaftaran “bantuan bibit...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""Bantuan Bibit Ayam Pemerintah...",Hoax,TurnBackHoax
"[SALAH] Video ""Ka'bah Diterjang Banjir""
Konten yang beredar adalah hasil rekayasa...",Hoax,TurnBackHoax
"[SALAH] Video ""Ka'bah Diterjang Banjir""",Hoax,TurnBackHoax
"[SALAH] Presiden AS Donald Trump Dimakzulkan Setelah...
Faktanya, hingga saat ini Donald Trump...",Hoax,TurnBackHoax
[SALAH] Presiden AS Donald Trump Dimakzulkan Setelah...,Hoax,TurnBackHoax
"[SALAH] Prabowo Tegaskan Indonesia Siap Perang Melawan...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Prabowo Tegaskan Indonesia Siap Perang Melawan...,Hoax,TurnBackHoax
"[SALAH] Khairun Nisa 'Pramugari' Viral Resmi Masuk...
Klaim Khairun Nisa telah direkrut sebagai...",Hoax,TurnBackHoax
[SALAH] Khairun Nisa 'Pramugari' Viral Resmi Masuk...,Hoax,TurnBackHoax
"[SALAH] Video Purbaya Menolak dijadikan Wapres
Konten yang beredar merupakan hasil rekayasa...",Hoax,TurnBackHoax
[SALAH] Video Purbaya Menolak dijadikan Wapres,Hoax,TurnBackHoax
"[PENIPUAN] Undian Berhadiah dari Bank Jateng
Tautan yang dibagikan tidak mengarah ke...",Hoax,TurnBackHoax
[PENIPUAN] Undian Berhadiah dari Bank Jateng,Hoax,TurnBackHoax
"[SALAH] Demo di DPRD Kalimantan Selatan 12...
Faktanya, video merupakan penolakan KUHAP baru...",Hoax,TurnBackHoax
[SALAH] Demo di DPRD Kalimantan Selatan 12...,Hoax,TurnBackHoax
"[SALAH] KPK Bakal Panggil Jokowi dalam Kasus...
Faktanya, KPK telah memastikan tidak akan...",Hoax,TurnBackHoax
[SALAH] KPK Bakal Panggil Jokowi dalam Kasus...,Hoax,TurnBackHoax
"[PENIPUAN] Video ""Menteri Agama Resmikan Bantuan Dana...
Konten yang beredar merupakan hasil rekayasa...",Hoax,TurnBackHoax
"[PENIPUAN] Video ""Menteri Agama Resmikan Bantuan Dana...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Layanan “Gratis Pemutihan Pajak Motor...
Unggahan berisi tautan akses “gratis pemutihan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Layanan “Gratis Pemutihan Pajak Motor...,Hoax,TurnBackHoax
"[SALAH] Video “10 Januari 2026 Badai Tornado...
Konteks asli video adalah dokumentasi angin...",Hoax,TurnBackHoax
[SALAH] Video “10 Januari 2026 Badai Tornado...,Hoax,TurnBackHoax
"[SALAH] Seorang Anak Dikeluarkan dari Perut Ular...
Faktanya, korban berhasil diselamatkan oleh ayahnya...",Hoax,TurnBackHoax
[SALAH] Seorang Anak Dikeluarkan dari Perut Ular...,Hoax,TurnBackHoax
"[SALAH] Kebutaan Disebabkan Penggunaan HP di Ruangan...
Penggunaan handphone dalam kondisi gelap memang...",Hoax,TurnBackHoax
[SALAH] Kebutaan Disebabkan Penggunaan HP di Ruangan...,Hoax,TurnBackHoax
"[SALAH] Video Pria Ditangkap karena Mencuri Susu...
Faktanya, pria di video tersebut merupakan...",Hoax,TurnBackHoax
[SALAH] Video Pria Ditangkap karena Mencuri Susu...,Hoax,TurnBackHoax
"[PENIPUAN] Undian Berhadiah Bank Aceh 2026
Tautan yang dibagikan tidak mengarah ke...",Hoax,TurnBackHoax
[PENIPUAN] Undian Berhadiah Bank Aceh 2026,Hoax,TurnBackHoax
"[SALAH] Prabowo Copot Sejumlah Menteri saat Retret...
Tidak ada informasi valid atau pemberitaan...",Hoax,TurnBackHoax
[SALAH] Prabowo Copot Sejumlah Menteri saat Retret...,Hoax,TurnBackHoax
"[SALAH] TNI akan Audit Dana Desa yang...
Konten yang beredar merupakan hasil rekayasa...",Hoax,TurnBackHoax
[SALAH] TNI akan Audit Dana Desa yang...,Hoax,TurnBackHoax
"[PENIPUAN] BRI Sediakan Pinjaman Online hingga Rp500...
Pinjaman hingga Rp500 juta memang tersedia...",Hoax,TurnBackHoax
[PENIPUAN] BRI Sediakan Pinjaman Online hingga Rp500...,Hoax,TurnBackHoax
"[SALAH] Trump: Saya Tidak Butuh PBB, AS...
Tidak ada pernyataan resmi atau informasi...",Hoax,TurnBackHoax
"[SALAH] Trump: Saya Tidak Butuh PBB, AS...",Hoax,TurnBackHoax
"[SALAH] Prabowo Ingin Jadikan Purbaya sebagai Presiden...
Tidak ditemukan informasi dari sumber kredibel...",Hoax,TurnBackHoax
[SALAH] Prabowo Ingin Jadikan Purbaya sebagai Presiden...,Hoax,TurnBackHoax
"[SALAH] Video ""Ustaz Ajak Jamaah Bersahabat dengan...
Faktanya, video tersebut merupakan hasil rekayasa...",Hoax,TurnBackHoax
"[SALAH] Video ""Ustaz Ajak Jamaah Bersahabat dengan...",Hoax,TurnBackHoax
"[SALAH] Jokowi Terima Uang Ratusan Triliun Rupiah...
Konten yang beredar adalah hasil suntingan...",Hoax,TurnBackHoax
[SALAH] Jokowi Terima Uang Ratusan Triliun Rupiah...,Hoax,TurnBackHoax
"[SALAH] Video ""Aktivis Aceh Demo di Gedung...
Konteks asli video adalah dokumentasi aksi...",Hoax,TurnBackHoax
"[SALAH] Video ""Aktivis Aceh Demo di Gedung...",Hoax,TurnBackHoax
"[SALAH] Purbaya Bongkar Transaksi Jahat Jokowi
Tidak ada informasi atau pemberitaan kredibel...",Hoax,TurnBackHoax
[SALAH] Purbaya Bongkar Transaksi Jahat Jokowi,Hoax,TurnBackHoax
"[SALAH] Trump Bakal Buat Indonesia seperti Venezuela
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Trump Bakal Buat Indonesia seperti Venezuela,Hoax,TurnBackHoax
"[SALAH] Rakyat Venezuela Demo Minta Bantuan Usai...
Konteks asli video adalah dokumentasi momen...",Hoax,TurnBackHoax
[SALAH] Rakyat Venezuela Demo Minta Bantuan Usai...,Hoax,TurnBackHoax
"[SALAH] Purbaya dan Prabowo Sepakat Turunkan Harga...
Faktanya, tidak ada keputusan resmi maupun...",Hoax,TurnBackHoax
[SALAH] Purbaya dan Prabowo Sepakat Turunkan Harga...,Hoax,TurnBackHoax
"[SALAH] Dana Desa Dihapus, Diganti “Program untuk...
Faktanya, program Dana Desa masih berlanjut...",Hoax,TurnBackHoax
"[SALAH] Dana Desa Dihapus, Diganti “Program untuk...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran “Lowongan Kerja Pegadaian 2026""
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran “Lowongan Kerja Pegadaian 2026""",Hoax,TurnBackHoax
"[SALAH] Denmark Latihan Kesiapan Tempur Lawan AS...
Konteks asli video adalah dokumentasi latihan...",Hoax,TurnBackHoax
[SALAH] Denmark Latihan Kesiapan Tempur Lawan AS...,Hoax,TurnBackHoax
"[SALAH] Akibat Banyak yang Keracunan, Purbaya Usul...
Kemenkeu telah membatah informasi tersebut, program...",Hoax,TurnBackHoax
"[SALAH] Akibat Banyak yang Keracunan, Purbaya Usul...",Hoax,TurnBackHoax
"[SALAH] Hasil Uji Laboratorium Sinkhole di Sumbar...
Air sinkhole di Situjuah Batua, Limapuluh...",Hoax,TurnBackHoax
[SALAH] Hasil Uji Laboratorium Sinkhole di Sumbar...,Hoax,TurnBackHoax
"[SALAH] Hakim PN Surakarta Tegaskan Ijazah Jokowi...
Tidak ada informasi valid atau pemberitaan...",Hoax,TurnBackHoax
[SALAH] Hakim PN Surakarta Tegaskan Ijazah Jokowi...,Hoax,TurnBackHoax
"[SALAH] Menkeu Purbaya Ancam Luhut dan Sri...
Tidak ditemukan informasi dari sumber kredibel...",Hoax,TurnBackHoax
[SALAH] Menkeu Purbaya Ancam Luhut dan Sri...,Hoax,TurnBackHoax
"[SALAH] Seskab Teddy Telepon Pandji Pragiwaksono, Minta...
Faktanya, audio dalam video adalah pernyataan...",Hoax,TurnBackHoax
"[SALAH] Seskab Teddy Telepon Pandji Pragiwaksono, Minta...",Hoax,TurnBackHoax
"[SALAH] Artis Cilik Farel Prayoga Meninggal Dunia...
Faktanya, melalui unggahan akun Instagram penyanyi...",Hoax,TurnBackHoax
[SALAH] Artis Cilik Farel Prayoga Meninggal Dunia...,Hoax,TurnBackHoax
"[SALAH] Video ""TNI Bangun Jembatan Darurat di...
Faktanya, video tersebut diketahui hasil rekayasa...",Hoax,TurnBackHoax
"[SALAH] Video ""TNI Bangun Jembatan Darurat di...",Hoax,TurnBackHoax
"[SALAH] TNI Sebut China Sudah Sangat Berharga...
Tidak ditemukan informasi yang membenarkan klaim....",Hoax,TurnBackHoax
[SALAH] TNI Sebut China Sudah Sangat Berharga...,Hoax,TurnBackHoax
"[SALAH] Foto Helikopter dan Pasukan pada Operasi...
Faktanya, foto yang dibagikan adalah dokumentasi...",Hoax,TurnBackHoax
[SALAH] Foto Helikopter dan Pasukan pada Operasi...,Hoax,TurnBackHoax
"[SALAH] Menkeu Purbaya Audit Dana Pembangunan Jalan...
Tidak ditemukan informasi dari sumber kredibel...",Hoax,TurnBackHoax
[SALAH] Menkeu Purbaya Audit Dana Pembangunan Jalan...,Hoax,TurnBackHoax
"[SALAH] Video ""Mahasiswa Tolak Pelaksanaan Program MBG...
Konten yang beredar merupakan hasil rekayasa...",Hoax,TurnBackHoax
"[SALAH] Video ""Mahasiswa Tolak Pelaksanaan Program MBG...",Hoax,TurnBackHoax
"[PENIPUAN] Pemerintah Resmikan Pinjaman Berbasis Online COD...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[PENIPUAN] Pemerintah Resmikan Pinjaman Berbasis Online COD...,Hoax,TurnBackHoax
"[SALAH] Kantor Polisi Cina Sudah Berdiri di...
Tidak ada laporan resmi atau informasi...",Hoax,TurnBackHoax
[SALAH] Kantor Polisi Cina Sudah Berdiri di...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran “Lowongan Mitra BPS 2026""
Faktanya, pendaftaran Mitra BPS untuk tahun...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran “Lowongan Mitra BPS 2026""",Hoax,TurnBackHoax
"[SALAH] Pesawat Tempur Amerika Serang Venezuela
Konten yang beredar bukan merupakan peristiwa...",Hoax,TurnBackHoax
[SALAH] Pesawat Tempur Amerika Serang Venezuela,Hoax,TurnBackHoax
"[PENIPUAN] Tautan “Pendaftaran Pendamping Desa 2026”
Faktanya, tautan tidak mengarah ke laman...",Hoax,TurnBackHoax
[PENIPUAN] Tautan “Pendaftaran Pendamping Desa 2026”,Hoax,TurnBackHoax
"[SALAH] Menkeu Purbaya Peringatkan Sri Mulyani untuk...
Tidak ditemukan informasi kredibel yang mendukung...",Hoax,TurnBackHoax
[SALAH] Menkeu Purbaya Peringatkan Sri Mulyani untuk...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan ""Pegawai Bea Cukai...
Unggahan berisi tautan “pendaftaran lowongan pegawai...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan ""Pegawai Bea Cukai...",Hoax,TurnBackHoax
"[SALAH] Menkeu Purbaya Peringatkan DPR: Jangan Sampai...
Tidak ditemukan satupun informasi dari sumber...",Hoax,TurnBackHoax
[SALAH] Menkeu Purbaya Peringatkan DPR: Jangan Sampai...,Hoax,TurnBackHoax
"[SALAH] Menag RI: Dua Juta Umat Muslim...
Tidak ada informasi valid atau pemberitaan...",Hoax,TurnBackHoax
[SALAH] Menag RI: Dua Juta Umat Muslim...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""CPNS Dinas Perhubungan 2026""
Unggahan berisi tautan “pendaftaran CPNS Dinas...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""CPNS Dinas Perhubungan 2026""",Hoax,TurnBackHoax
"[PENIPUAN] Tautan ""Pendaftaran Bantuan PKH 2026 Rp900...
Tautan yang dibagikan tidak mengarah ke...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan ""Pendaftaran Bantuan PKH 2026 Rp900...",Hoax,TurnBackHoax
"[SALAH] Anggaran Program MBG Dialihkan untuk Bencana...
Tidak ditemukan pemberitaan kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Anggaran Program MBG Dialihkan untuk Bencana...,Hoax,TurnBackHoax
"[SALAH] Prabowo Ultimatum Jenderal Polisi di Kementerian:...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Prabowo Ultimatum Jenderal Polisi di Kementerian:...,Hoax,TurnBackHoax
"[SALAH] DPR Desak Pemerintah Jangan Halangi Rakyat...
Tidak ditemukan informasi dari sumber kredibel...",Hoax,TurnBackHoax
[SALAH] DPR Desak Pemerintah Jangan Halangi Rakyat...,Hoax,TurnBackHoax
"[SALAH] Presiden Sementara Venezuela Tegaskan Bakal Lawan...
Faktanya, Presiden sementara Venezuela adalah Delcy...",Hoax,TurnBackHoax
[SALAH] Presiden Sementara Venezuela Tegaskan Bakal Lawan...,Hoax,TurnBackHoax
"[SALAH] Kejagung Tetapkan Luhut Jadi Tersangka Korupsi...
Tidak ditemukan pemberitaan kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Kejagung Tetapkan Luhut Jadi Tersangka Korupsi...,Hoax,TurnBackHoax
"[SALAH] Video Warga Aceh Tamiang Rebutan Peluk...
Faktanya, video tersebut kemungkinan besar direkam...",Hoax,TurnBackHoax
[SALAH] Video Warga Aceh Tamiang Rebutan Peluk...,Hoax,TurnBackHoax
"[SALAH] Kembang Api Godzilla Di Jepang Saat...
Video kembang api berbentuk Godzilla tersebut...",Hoax,TurnBackHoax
[SALAH] Kembang Api Godzilla Di Jepang Saat...,Hoax,TurnBackHoax
"[SALAH] Video Dedi Mulyadi Disambut Warga Padang...
Video yang beredar merupakan dokumentasi kunjungan...",Hoax,TurnBackHoax
[SALAH] Video Dedi Mulyadi Disambut Warga Padang...,Hoax,TurnBackHoax
"[SALAH] Pembaca Kitab Mazmur dalam Ibadah Misa...
Video tersebut menampilkan pembacaan Surah Al-Baqarah...",Hoax,TurnBackHoax
[SALAH] Pembaca Kitab Mazmur dalam Ibadah Misa...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja BNPB 2026
Faktanya, informasi lowongan kerja resmi BNPB...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja BNPB 2026,Hoax,TurnBackHoax
"[SALAH] Malaysia Sebut Pemerintahan Prabowo seperti Penindasan...
Konten yang beredar merupakan hasil rekayasa...",Hoax,TurnBackHoax
[SALAH] Malaysia Sebut Pemerintahan Prabowo seperti Penindasan...,Hoax,TurnBackHoax
"[SALAH] Purbaya Memohon ke Prabowo untuk Sahkan...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Purbaya Memohon ke Prabowo untuk Sahkan...,Hoax,TurnBackHoax
"[SALAH] BMKG Keluarkan Peringatan Ancaman Fenomena Squall...
BMKG tidak pernah mengeluarkan pernyataan maupun...",Hoax,TurnBackHoax
[SALAH] BMKG Keluarkan Peringatan Ancaman Fenomena Squall...,Hoax,TurnBackHoax
"[SALAH] Video Rumah Tiga Lantai Terseret Arus...
Konten yang beredar merupakan hasil rekayasa...",Hoax,TurnBackHoax
[SALAH] Video Rumah Tiga Lantai Terseret Arus...,Hoax,TurnBackHoax
"[SALAH] Ahmad Sidik (Pelapor Ijazah Palsu Wagub...
Tidak ada informasi valid atau pemberitaan...",Hoax,TurnBackHoax
[SALAH] Ahmad Sidik (Pelapor Ijazah Palsu Wagub...,Hoax,TurnBackHoax
"[SALAH] Video “Bahlil Joget di Tengah Duka...
Konteks asli video adalah momen Bahlil...",Hoax,TurnBackHoax
